Name,Comment,Time,Likes,Reply Count
REBEL Milky,JAI PRABHAS ANNA 🔥💥‼️‼️,2022-11-30T15:49:11Z,2,0
Hari Hari,Jai sudheer anna a fan from hindupur.....❤️,2022-11-30T14:19:38Z,2,0
Mohammed Faries,The CGI was insanely different cool,2022-11-30T13:38:25Z,0,0
Sam Mathew,Oh... the end bgm..... Can't express the feel in words😱😱,2022-11-30T13:36:47Z,0,0
Shikha Gour,"Maza aa gaya, ❤️❤️❤️❤️",2022-11-30T13:23:30Z,0,0
Tiago S,The 1st movie was a great visual show with a very boring and overdone storyline. <br>I hope the second one is slightly better. On iMax it might be worth it with great cgi. <br>I just have to ignore the cringe of the storyline.,2022-11-30T11:51:08Z,0,1
kummari vigneshwar,Jai sudigali sudeer,2022-11-30T10:54:13Z,2,0
xele fonte,<b>Native American what?</b>,2022-11-30T10:23:49Z,1,0
MEHEDI,Who is watching from Bangladesh? ❤️,2022-11-30T09:39:42Z,1,0
Asher Diament,2 words. james cameron. that's pretty much all you need to know. this shit is gonna slap,2022-11-30T09:17:16Z,2,0
TheEzewuzie,Always thought Avatar as a mediocre movie when it comes to the plot. I’ll pick a good story over visual anytime. Avatar is for people that are blown away by shiny things.,2022-11-30T08:17:48Z,0,1
RaHuL MaaL GurJaR,इससे ज्यादा व्यूज तो दो कोड़ी की मूवी के ट्रेलर में आजाते हैं <br> RIP Avtar ????????,2022-11-30T07:17:07Z,2,0
Landon Posey,I love avatar and the reflections are beautiful and I can't wait to see the movie because I am a fan and because it's been thirteen years since the first avatar came out and I know this avatar is going to be better than the first movie and I love the way Jake Sully looks in this new avatar movie,2022-11-30T06:51:41Z,0,0
Above Water,"James Cameron has said himself the first movie was about producing new technology and setting up the world. He has stated this movie has way more character depth and development, so if you are worried about the story at all, this sounds like an improvement.",2022-11-30T06:27:30Z,0,0
Ram krish,జై సుధీర్ అన్న 👏👏👏🔥🔥🔥,2022-11-30T04:45:18Z,1,0
D,Can't wait for SNL to do Papyrus 2,2022-11-30T04:30:52Z,0,0
Geethu s talks,Waiting...,2022-11-30T04:26:43Z,0,0
Rhys Viking,"These films have amazing visuals and at the same time a very troubling story line which is this; By the time humans are capable of travelling to another world like Pandora, it must be sincerely hoped that humanity has by then long, long since rid itself of the all the capitalists and their military exploitation of others to a dark chapter of our history where they so deservedly (already) belong and need to forever remain.",2022-11-30T03:57:36Z,0,1
Yuli Azni,It's been years,2022-11-30T03:55:50Z,0,0
Steli c,I hope will have huge success.<br>They put a lot of work and money in it<br>I and my wife will go to cinema to see it even I need to go in another city,2022-11-30T03:49:57Z,0,1
Kelsie,Why so many films talking bout the water and people living in it,2022-11-30T03:42:26Z,1,0
jeni juanda,I can't wait for Avatar two,2022-11-30T03:21:48Z,0,0
hen ko,"What a phenomenal trailer, the music is just brilliant, gives me the chills each time",2022-11-30T03:13:49Z,0,0
Best Talent Shorts,Avtar lovers click on BTS,2022-11-30T02:31:41Z,0,0
sunkesula ashok,Awesome 💞💞,2022-11-30T02:07:49Z,0,0
Maximus,The fact that this was made because of a fan made video for avatar,2022-11-30T01:21:45Z,0,0
GDBOY Films,Such a cool video game,2022-11-30T00:10:28Z,2,0
Gheorghe Heghedus,This movie it gone be Powerful and emotionally on Cinema 🫂💙,2022-11-29T23:48:39Z,1,0
Galactic Hyena X-Men,"The future of the future-Avatar-movies depends on this movie. It must be verrryy successfull, or no more after the third, just like James Cameron said. The future for Avatar it's all our responsibility.",2022-11-29T23:02:09Z,0,0
Michael Clark,Am I the only person who feels like avatar 1 doesn't feel like a 2009 movie?,2022-11-29T22:50:33Z,2,0
Destino Natural,Me gusta avatar por los paisajes magicos que se ven creo que la ire a ver al cine 🤩,2022-11-29T21:29:23Z,2,1
Kinko,It looks alright,2022-11-29T21:29:09Z,2,0
Wesley Warsmith,Gonna bomb harder then Al-Qaida on Jewish property.,2022-11-29T20:57:26Z,2,1
zfg hbs2195,The sheer happiness in Mark's face when he saw he unlocked Lady D.,2022-11-29T20:56:30Z,4,0
SEAVAVE,"Probably the biggest release this century. When it’s time to go back into cinemas again, then now! 🔥",2022-11-29T20:32:24Z,1,0
Kaya Lincoln,With a lil taste of titanic ❤,2022-11-29T20:15:31Z,1,0
Hade shade,A movie literally no one asked for,2022-11-29T19:40:21Z,1,1
Aarif Iqbal,This just has to break the top gross record. It shouldn't lose to an MCU film. Maverick gave me some hope.,2022-11-29T19:05:49Z,1,0
☬༎ຶBALAM༎ຶ☬,I've been waiting my entire life(quite literally. I was born in 2009)<br><br><br><br>Edit: I'm crying,2022-11-29T18:52:22Z,2,0
Rupkothar Riya,👀,2022-11-29T18:49:29Z,1,0
Wan Chaiyanin,I waited until my birthday to see the movie 🍿.,2022-11-29T18:46:17Z,1,0
88r3ckless,Looks boring compared to first,2022-11-29T18:44:05Z,1,1
Galactic Hyena X-Men,I will see it on December 14th. Almost two weeks left. * Waiting patiently. *,2022-11-29T18:27:15Z,0,0
Shadow Wolf,"<a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m25s"">1:25</a>🥺😆",2022-11-29T18:24:11Z,0,0
Confused UngaBunga,"<a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=2m16s"">2:16</a> this music always gives me Goosebumps",2022-11-29T18:21:14Z,0,0
👉Wendy- g-o to МY СНаnnel livе *now*,I was a child when I first watched it and not to be dramatic but I've been waiting my whole life for them to make a second movie its beautiful,2022-11-29T17:58:57Z,0,0
JAMEL HOLMES,I just hope this is not another &quot;woke&quot; pos!! Every movie out is sheet these days with all the inclusion bs!!,2022-11-29T17:52:53Z,0,0
Brian Walkosz,Dances with Smurfs part 2 !!,2022-11-29T17:16:19Z,0,0
G C,This movie always made me feel euphoric,2022-11-29T17:01:22Z,0,0
Emily An,magic that made the first movie so amazing (I have no doubt that they can),2022-11-29T16:58:03Z,0,0
Rambo,Wow I watched avatar so many time best stories 🤗😊😊,2022-11-29T16:01:06Z,0,0
Shayne,The only reason this movie was popular back then was because of the 3d technology that came out... It wasn't even that good of a movie honestly. Don't waste your money on this people! Wait for it to come out for free!!,2022-11-29T15:58:05Z,0,1
MANOZ KIRAN,Jai Sudheer anna,2022-11-29T15:46:05Z,1,0
你麻麻石蜡,阿凡达1的主角就像一个地球的奸臣一样，地球为培养他消耗多少他却为一己之恋背叛了地球，跟超人背叛氪星一样,2022-11-29T15:31:15Z,0,0
Gkb You,Come Back 👌,2022-11-29T15:12:51Z,0,0
Dream Weaver,It’s finally here! Me so excited to see this one too!!!,2022-11-29T14:53:53Z,1,0
నా జీవిత ప్రయాణం,జై సుధీర్ అన్న ❤️,2022-11-29T14:34:38Z,1,0
♒ID 0342 - T@P Me TO Hаve SEX WiТН -ME-♒,"I almost started crying when I saw her bow. This movie is going to be great, Ill definitely watch it many times",2022-11-29T14:07:41Z,1,0
Abhishek Siddhu,Jai sudheer anna😆😆,2022-11-29T14:01:20Z,1,0
Johanna Madiga,This movie is still alive ❤❤❤,2022-11-29T13:08:42Z,0,0
rajesh rajak,జై సుధీర్ అన్న,2022-11-29T12:58:22Z,1,0
Kiew Erw,Toda mi piel se erizo solo al saber que si uno segunda película después de 10 años. Que emoción,2022-11-29T12:41:32Z,0,0
Achilles G,The Greatest 💙 Blue Film Ever,2022-11-29T12:36:21Z,1,0
Tabasum Shaikh,It suck,2022-11-29T12:17:56Z,0,1
pIANO_STAR_KING,I am youtuber Mera channel PIANO_STAR_KING hai mere channel se app ki help ho sakti hai nice video,2022-11-29T11:32:52Z,2,0
pIANO_STAR_KING,I am youtuber Mera channel PIANO_STAR_KING hai mere channel se app ki help ho sakti hai nice video,2022-11-29T11:31:19Z,2,0
eve eve,💞🧚‍♂️,2022-11-29T10:42:57Z,0,0
Pavan Smart,Jai sudigali... sudheer Anna..........ni galodu movie chusa Anna...chala bavundi....,2022-11-29T10:26:06Z,1,0
川 宇,Looking forward to it. Haven't seen a good scientific film this year,2022-11-29T09:47:53Z,1,0
COMEDY. FACT,Avatar very nice movie very old movies ❤️👍👍🥰,2022-11-29T09:05:49Z,0,0
💖Regina - Go t0 my Channel l-i-v-e N0W!💖,"What a phenomenal trailer, the music is just brilliant, gives me the chills each time",2022-11-29T09:02:12Z,0,0
Shadow man,Im glad we are gonna see Miles Quaritch again,2022-11-29T08:36:53Z,0,0
Love Galaxy,"If you can read this comment may your acne be gone! You can find someone who is really good to you! to be happy! Don't emo! cheer up! May you always be thin! If you have some problems with your body, I hope you can get better soon! Don't be troubled by some physical problems! If there are scumbags or scumbags, don't be sad, just say goodbye to the next one! The new does not go, the old does not come! Don't think about him or her! Forget about the person who hurt you before! Seeing this comment must be some handsome guys and beauties! be happy! The most important thing in life is to be happy! ❤",2022-11-29T08:35:53Z,0,0
Gabe Johnson,"Bro I can't believe that we get the privilege to live in a year, where we got not one but 2 amazing sequels to amazing movies. First we got Top Gun Maverick this summer, and now we are going to get Avatar for Christmas too. Seems like a dream to me.",2022-11-29T07:54:46Z,0,0
Đông Trần,Khoản khắc mong chờ đã đến,2022-11-29T07:38:35Z,0,0
SHUT UP CHOOM,There is one bad actress that ruined avatar 1. The girl flying the jet.,2022-11-29T07:11:39Z,1,0
GB Toons जीबी टोन,😭😭😭😭😭🙏🙏🙏🙏 please help,2022-11-29T06:38:37Z,1,0
🔱Lina- Gо T0 MY Ch@nnel LIVE (now)🔱,"1 thing that I loved about Avatar 1 was the implication of intricate ecosystems of virtual creatures. I'm seeing so many more creatures just from these shots. They didn't have to add that many variety of underwater plants and sunfish-like creatures, but they did. It's obvious that they recognize that strength from the first movie. I am already satisfied. Just put a bunch of shot of the Navi people playing around with whales and other animals, and I'll be immensely satisfied.",2022-11-29T06:12:01Z,1,0
MetalCanada,SMURFS,2022-11-29T06:01:43Z,1,0
MetalCanada,"We're all going to do die get over it, this is nothing to look forward to",2022-11-29T06:01:06Z,1,0
T.C. ,"So are these animated films now, like animated as in cartoons?",2022-11-29T05:18:11Z,0,0
MetalCanada,Dance's with Smurfs 2...,2022-11-29T04:27:16Z,1,0
Anilkumar Garikapati,JAI SUDHEER ANNA 👑🔥🔥🔥💪,2022-11-29T03:19:20Z,1,0
Y Ravi prasad,Babu lake babu kalyan babu,2022-11-29T02:16:27Z,0,0
Vamsi bamsi,Jai sudheer Anna,2022-11-29T01:14:56Z,1,0
NOVICE ELITE,If it gets 8.8 in IMDb and 94 in rotten tomato<br>Then I will go see it <br>I have very high expectations for this film <br>It has to meet that criteria,2022-11-28T23:34:49Z,0,0
💜Wendy- Gо T0 my Ch@nnel live N0W!💜,"I can't believe it's been so long. The first one came out just after my dad died, so I always remember going to see something else, cause we were depressed, naturally, and wanted some escapism. The movie we wanted to see was sold out, so we saw Avatar in IMAX 3D and it was INCREDIBLE. I am SO excited for this sequel, and it comes out on my birthday!",2022-11-28T23:07:29Z,0,0
Br0zart,No key changes in the music here. James Horner did so many key changes in such a tasteful way. I hope the score lives up to the original. Large shoes to fill.,2022-11-28T22:39:12Z,1,0
gyan Bro,🔥,2022-11-28T22:20:49Z,1,0
gyan Bro,🔥,2022-11-28T22:19:50Z,0,0
gyan Bro,👉,2022-11-28T22:19:11Z,0,0
Marwan Lisraoui,😱😱😱,2022-11-28T21:39:10Z,0,0
Dust Sans,"Watched this as a kid and didnt really understand anything, but now when i saw the new sequel i rewatched Avatar, now i want to watch the Avatar 2",2022-11-28T21:38:02Z,0,0
elbowgreese,Can anyone name a single character from the first Avatar movie without looking it up? I’m genuinely wondering,2022-11-28T21:05:16Z,1,3
CHRISTIAN SOLDIER,"HEY,  If you died today, where would you go???  Heaven or Hell???  JESUS is coming soon!!!  REPENT and accept Jesus as your Lord and Savior and you will see the Kingdom of Heaven.  Do not follow the ways of the world, they lead to Hell.       Romans 5:8 while we were yet sinners, Christ died for us.",2022-11-28T20:50:53Z,1,1
CHRISTIAN SOLDIER,"HEY,  If you died today, where would you go???  Heaven or Hell???  JESUS is coming soon!!!  REPENT and accept Jesus as your Lord and Savior and you will see the Kingdom of Heaven.  Do not follow the ways of the world, they lead to Hell.       Romans 5:8 while we were yet sinners, Christ died for us.",2022-11-28T20:50:49Z,1,0
Midnight Music,They're using subnautica models!,2022-11-28T20:42:43Z,0,0
Эльвира Ромашич,James Cameron has crossed all boundaries of cinema,2022-11-28T20:04:08Z,3,1
Pantherplayer777,I want a detailed avatar choose your own story open world game,2022-11-28T20:02:00Z,1,0
Nick Gonzalez,Literally if you watch all the trailers you can piece together what’s happening and what role all the characters are playing,2022-11-28T19:56:41Z,1,0
😈Ariel- g-o t0 MY chаnnеl live *now*,Magnificent!,2022-11-28T19:43:04Z,0,0
Douch Mush,Dude made titanic now he makes cgi Disney movies,2022-11-28T19:42:54Z,2,0
Lokesh Varma,Jai prabhas,2022-11-28T18:27:35Z,0,0
Goron,"This is literally the only movie I'll watch in theaters. Everything else can be pirated, I mean, watched at home.",2022-11-28T17:36:38Z,2,1
Hista Meero,This looks like a Titanic rip-off? The whole trailer is basically Rose and Jack's story? Why does the director want to copy James Cameron's work so bad?,2022-11-28T17:21:21Z,0,0
Krishna1992,"Not 10 years, 13 years we are waiting for.",2022-11-28T17:06:13Z,1,0
Avtar Singh,If it's true then a grand salute from my side brother,2022-11-28T16:47:20Z,1,0
nitesh mgs,The music that comes when the title appears is an absolute masterpiece.,2022-11-28T16:27:04Z,5,1
M sujji,Sound 5dx love it.... what music lovers???,2022-11-28T15:57:33Z,0,0
Basar Linganna,Jai suder Anna pan India star up coming,2022-11-28T15:55:22Z,1,0
CHANDU,Sudigali Sudheer Anna eyyy,2022-11-28T15:54:33Z,1,0
CHANDU,Jai Sudheer Anna 🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️,2022-11-28T15:53:53Z,1,0
It’s Fabián,Who else here thinks that the humming is so beautiful!?,2022-11-28T15:37:40Z,0,0
นายสิบ Pfc.หมู่นาย,😘,2022-11-28T14:57:14Z,0,0
Hellspawn S,I'm so pumped for this 🤩,2022-11-28T14:18:58Z,0,0
Charan Tej,Jai Sudheer anna💥,2022-11-28T13:55:51Z,2,0
Fai,I can remember I went 3 times to watch the first one!,2022-11-28T13:23:54Z,0,0
Jangam Raghava,✊Jai sudheer Anna😍,2022-11-28T12:17:54Z,1,0
Wild Food Network!,Marvel is going to be stunned to death with this Avatar comeback,2022-11-28T11:54:59Z,1,0
naveen yadav,Jai sudheer anna 😁🤭,2022-11-28T10:57:51Z,3,0
Thomas Crown,"Damn 13 years, at that time I was a student of university and I watched it with my girlfriend, now we've got married and have a beautiful daughter. I can't wait to watch it.",2022-11-28T08:44:31Z,1,0
Joan Gonzalez,"About 10 years too late. I enjoyed the first, but 2 billion in this economy?",2022-11-28T08:32:01Z,0,0
FaZe GoKu,This is going down to the best film series in history <br>One name<br>👇🏻<br><br><br><br><br>Avatar ⚡️<br>James cameron behind the brilliance 🔥🔥🔥,2022-11-28T08:10:38Z,0,0
Matt Lyons,"Water, you mean like from the toilet?",2022-11-28T07:53:03Z,0,0
Jeremiah Noar,If they cut out all the preachy environmental stuff from the first one when it might be a good film.,2022-11-28T07:45:36Z,0,0
CetaceanCryptid,I called it years ago but I am CERTAIN that Jake's daughter is gonna be the reincarnation of Grace Augustine.,2022-11-28T07:44:27Z,0,0
💝- T@P Мe to HaVe Sех WiТН *me*💝,I have a feeling that this movie is gonna make us cry but will love it all the same. Their daughter is already my new favourite character.,2022-11-28T07:23:33Z,0,0
Shaik Hussian 7866,Jai sudheer anna <br>Ma galodu movie block buster,2022-11-28T06:51:18Z,2,0
💗Lina- Go t0 MY Ch@nnel LIVE -NOW-💗,"I can't believe it's been so long. The first one came out just after my dad died, so I always remember going to see something else, cause we were depressed, naturally, and wanted some escapism. The movie we wanted to see was sold out, so we saw Avatar in IMAX 3D and it was INCREDIBLE. I am SO excited for this sequel, and it comes out on my birthday!",2022-11-28T06:29:50Z,0,0
